Marca,Modelo,Ano,Motor,Transmissão,Homologação do Fluido,Quantidade de fluído,Filtro da transmissão,Conexão da máquina de troca de fluidos,Imagem Conector,Imagem Local da Conexao ,Video Procedimento,Link,FALSE
FIAT,PALIO WEEKEND,2010-2017,L4 1.8L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1214,TRUE
FIAT,PUNTO,2011-2017,L4 1.6L 1.8L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1257,TRUE
FIAT,SIENA / GRAN SIENA,2010-2017,L4 1.6L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1258,TRUE
FIAT,STRADA,2012-2014,L4 1.8L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1308,TRUE
FIAT,UNO,2014-2018,L3 1.3L,DUALOGIC,Homologação FIAT 955550-MZ6 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1272,TRUE
FIAT,ARGO,2017-2024,L4 1.3L GSR,DUALOGIC / GSR,Homologação FIAT 955550-MZ6 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1273,TRUE
FIAT,CRONOS,2018-2022,L4 1.3L GSR,DUALOGIC / GSR,Homologação FIAT 955550-MZ6 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1274,TRUE
FIAT,MOBI,2017-2021,L3 1.0L GSR,DUALOGIC / GSR,Homologação FIAT 955550-MZ6 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1275,TRUE
FIAT,FREEMONT,2014-2015,L4 2.4L,62TE,Homologação ATF+4,"Parcial (Carter): 4,8 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 68018555AA,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/991,TRUE
FIAT,TITANO,2024-2025,L4 2.2L,6L50,Homologação DEXRON VI,"Parcial (Carter): 6,3 LITROS
Total para Nível: 12,5 LITROS
Diálise: 14,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1284,TRUE
FIAT,MAREA,2001-2007,L5 2.4L,AW5040LE,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/992,TRUE
FIAT,500,2011-2015,L4 1.4L - DUALOGIC,C514 - MTA / DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1252,TRUE
FORD,F-150 / F-150 RAPTOR,2016-2024,V6 3.5L,10R80,Homologação MERCON ULV,"Parcial (Carter): 6,1 LITROS
Total para Nível: 12,3 LITROS
Diálise: 14,5 LITROS",OEM: L1MZ-7A098-A,Conector A109,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1298,TRUE
FORD,MUSTANG,2017-2024,V8 5.0L,10R80,Homologação MERCON ULV,"Parcial (Carter): 6,10 LITROS
Total para Nível: 12,3 LITROS
Diálise: 14,5 LITROS",OEM: L1MZ-7A098-A,Conector A109,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/353,TRUE
FORD,RANGER,2023-2025,L4 2.0L  V6 3.0L,10R80,Homologação MERCON ULV,"Parcial (Carter): 6,1 LITROS
Total para Nível: 12,3 LITROS
Diálise: 14,5 LITROS",OEM: L1MZ-7A098-A,Conector A109,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1260,TRUE
FORD,ECOSPORT,2007-2012,L4 2.0L,4F27E,Homologação MERCON V,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,7 LITROS
Diálise: 9,0 LITROS","OEM: FNO1 21 500
XS4Z 7A098 AB",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/333,TRUE
FORD,FOCUS,1998-2013,L4 1.8L 2.0L,4F27E,Homologação MERCON V,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,7 LITROS
Diálise: 9,0 LITROS","OEM: FNO1 21 500
XS4Z 7A098 AB",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/342,TRUE
FORD,EXPLORER,1996-2001,V6 4.0L,4R55E,Homologação MERCON V,"Parcial (Carter): 4,7 LITROS
Total para Nível: 9,3 LITROS
Diálise: 11,0 LITROS",,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1288,TRUE
FORD,EXPLORER,1996-2001,V8 5.0L,4R70W,Homologação MERCON V,"Parcial (Carter): 6,9 LITROS
Total para Nível: 14,5 LITROS
Diálise: 17,0 LITROS",OEM: F6AZ-7A098-A,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/339,TRUE
FORD,MUSTANG,1995-1995,V6 3.8L V8 5.0L,4R70W,Homologação MERCON V,"Parcial (Carter): 6,9 LITROS
Total para Nível: 13,3 LITROS
Diálise: 15,0 LITROS",OEM: F6AZ-7A098-A,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/349,TRUE
FORD,F-150 / F-150 RAPTOR,2001-2010,V8 5.4L,4R75W,Homologação MERCON V,"Parcial (Carter): 6,9 LITROS
Total para Nível: 14,5 LITROS
Diálise: 17,0 LITROS",OEM: F6AZ7A098A,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1296,TRUE
FORD,ECOSPORT,2013-2017,L4 1.6L 2.0L,6DCT250 / DPS6,Homologação FORD WSS-M2C200-D2  75W,"Total para Nível: 1,3 LITROS",,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/334,TRUE
FORD,FIESTA,2010-2018,L4 1.5L 1.6L,6DCT250 / DPS6,Homologação FORD WSS-M2C200-D2  75W,"Total para Nível: 1,8 LITROS",,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/341,TRUE
FORD,FOCUS,2014-2019,L4 1.6L 2.0L,6DCT250 / DPS6,Homologação FORD WSS-M2C200-D2  75W,"Total para Nível: 1,3 LITROS",,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/343,TRUE
FORD,ECOSPORT,2018-2018,L3 1.5L,6F15,Homologação MERCON LV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,7 LITROS
Diálise: 11,0 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/335,TRUE
FORD,ECOSPORT,2019-2022,L3 1.5L,6F15,Homologação MERCON ULV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,7 LITROS
Diálise: 11,0 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1329,TRUE
FORD,KA,2017-2018,L3 1.5L,6F15,Homologação MERCON LV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,7 LITROS
Diálise: 11,0 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1049,TRUE
FORD,KA,2019-2022,L3 1.5L,6F15,Homologação MERCON ULV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,7 LITROS
Diálise: 11,0 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1321,TRUE
FORD,ECOSPORT,2018-2018,L4 2.0L,6F35,Homologação MERCON LV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1283,TRUE
FORD,ECOSPORT,2019-2022,L4 2.0L,6F35,Homologação MERCON LV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1342,TRUE
FORD,FUSION,2010-2019,L4 2.0L 2.5L V6 3.0L,6F35,Homologação MERCON LV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/345,TRUE
FORD,MUSTANG,2017-2024,L4 2.3L,6F35,Homologação MERCON LV,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1277,TRUE
FORD,EDGE,2008-2018,V6 3.5L,6F50,Homologação MERCON LV,"Parcial (Carter): 5,5 LITROS
Total para Nível: 10,5 LITROS
Diálise: 12,5 LITROS",Não possui acesso ao filtro.,Conector A46,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/336,TRUE
FORD,F-150 / F-150 RAPTOR,2011-2014,V8 6.2L,6R80,Homologação MERCON LV,"Parcial (Carter): 5,2 LITROS
Total para Nível: 12,0 LITROS
Diálise: 14,0 LITROS",OEM: BL3Z2-7A098A,Conector A89,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1297,TRUE
FORD,MUSTANG,2012-2016,V6 3.7L V8 5.0L,6R80,Homologação MERCON LV,"Parcial (Carter): 5,2 LITROS
Total para Nível: 12,0 LITROS
Diálise: 14,0 LITROS",OEM: BL3Z2-7A098A,Conector A89,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/352,TRUE
FORD,RANGER,2011-2023,L4 2.2L  L5 3.2L,6R80,Homologação MERCON LV,"Parcial (Carter): 5,2 LITROS
Total para Nível: 12,0 LITROS
Diálise: 14,0 LITROS",OEM: BL3Z2-7A098A,Conector A89,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/354,TRUE
FORD,TERRITORY,2024-2025,L4 1.5L T,7DCT300,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1293,TRUE
FORD,BRONCO,2021-2024,L4 2.0L T,8F35 / 8F57,Homologação MERCON ULV,"Parcial (Carter): 5,9 LITROS
Total para Nível: 11,0 LITROS
Diálise: 13,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1095,TRUE
FORD,EDGE,2019-2021,V6 2.7L,8F35 / 8F57,Homologação MERCON ULV,"Parcial (Carter): 5,9 LITROS
Total para Nível: 11,0 LITROS
Diálise: 13,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/338,TRUE
FORD,MAVERICK,2022-2024,L4 2.0L T,8F35 / 8F57,Homologação MERCON ULV,"Parcial (Carter): 5,9 LITROS
Total para Nível: 11,0 LITROS
Diálise: 13,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1093,TRUE
FORD,TAURUS,1994-1998,V6 3.0L,AXODE / AXOD / AX4S,Homologação MERCON V,"Parcial (Carter): 6,5 LITROS
Total para Nível: 12,0 LITROS
Diálise: 14,0 LITROS",OEM: F5DZ-7A098-A,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/355,TRUE
FORD,MONDEO,1997-2007,L4 2.0L 2.5L,CD4E,Homologação MERCON V,"Parcial (Carter): 4,6 LITROS
Total para Nível: 9,0 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector A75 / A87,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/348,TRUE
FORD,FUSION,2006-2009,L4 2.3L,FNR5,Homologação MERCON V,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,7 LITROS
Diálise: 9,0 LITROS","OEM: FNO1 21 500
XS4Z 7A098 AB",Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/344,TRUE
FORD,FUSION HYBRID,2010-2019,L4 2.0L 2.5L HYBRID,HF35,Homologação MERCON LV,"Total para Nível: 5,40 LITROS",Não Faz Diálise,Não Faz Diálise,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/347,TRUE
FORD,MUSTANG,2017-2024,MACH-E,INTEGRAL SOB DEMANDA,,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1278,TRUE
FORD,TERRITORY,2020-2023,L4 1.5L T,VT5,Homologação IDEMITSU PN-3H ou TYPE F Somente IDEMITSU,"Parcial (Carter): 4,5 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","
OEM: 504294

OEM: 516013-A /542535",Conector A91,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1094,TRUE
HONDA,ACCORD,1991-2002,L4 2.0L 2.3L  V6 2.7L,AOYA / BOYA / MPJA / APX4,Homologação HONDA ATF Z-1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,https://drive.google.com/drive/folders/11R8g9_02UxVwl8_ispalQ8amPj1eESQB?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/359,TRUE
HONDA,CIVIC,1992-1999,L4 1.5L 1.6L,B4RA / A4RA,Homologação HONDA ATF Z-1,"Parcial (Carter): 2,80 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,https://drive.google.com/file/d/1GxE1TxAKKax3mv3BLqZqg0cabxGaXfCY/view?usp=drive_link,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/365,TRUE
HONDA,CR-V,2012-2016,L4 2.0L,B5RA / B5SA -,Homologação ATF 1 1,"Parcial (Carter): 2,7 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",OEM: 25430 PLR 003,Conector Universal,,https://drive.google.com/drive/folders/1_HhvWya7A9U0oq4GOzYSiizUBKPxXm9D?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1025,TRUE
HONDA,ACCORD,2008-2017,L4 2.4L,B90A / BCLA,Homologação HONDA ATF Z-1,"Parcial (Carter): 3,4 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",OEM: 25430 PLR 003,Conector Universal,,https://drive.google.com/drive/folders/1LdUEvkE9XSPad0JOuVig13VD4IDgR2Qt?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1280,TRUE
HONDA,CIVIC   SPORT / TURBO,2017-2022,L4 1.5 T,BA7A / BRHA / BRGA / MCKA...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 3,7 LITROS
Total para Nível: 8,10 LITROS
Diálise: 10,0 LITROS","OEM: 25420-5LJ-003 /
25450-P4V-013",Conector A23,,https://drive.google.com/file/d/1SjgtzU7ZclKhvkZK24bst1dlPRcgWi8K/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1019,TRUE
HONDA,HR-V,2015-2024,L4 1.5L T,BA7A / BRHA / BRGA / MCKA...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 3,7 LITROS
Total para Nível: 8,10 LITROS
Diálise: 10,0 LITROS","OEM: 25420-5LJ-003 /
25450-P4V-013",Conector A23,,https://drive.google.com/drive/folders/1-uJlUrR1DRe2q_7hLOEswKemyY7ESSWu?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1142,TRUE
HONDA,ACCORD,2008-2017,L4 2.0L,BAXA / MAXA,Homologação HONDA ATF Z-1,"Parcial (Carter): 2,7 LITROS
Total para Nível: 6,1 LITROS
Diálise: 8,0 LITROS",OEM: 25430 PLR 003,Conector Universal,,https://drive.google.com/drive/folders/1MUQO1GS4rjuqD58L69m4wARx9ow51_wf?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1279,TRUE
HONDA,ACCORD,2003-2007,L4 2.4L V6 3.0L,BAYA / MAYA / BCLA / MCLA / MCTA,Homologação HONDA ATF Z-1,"Parcial (Carter): 3,4 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",OEM: 25430 PLR 003,Conector Universal,,https://drive.google.com/drive/folders/1QyYnQ20r9AwsScOu4633GARK6FTkdviA?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/362,TRUE
HONDA,ACCORD,2008-2017,V6 3.5L,BB7A / BC7A / B97A,Homologação HONDA ATF Z-1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1281,TRUE
HONDA,CR-V,2018-2021,L4 1.5L T,BLJA / BLKA / BRGA / BP4A,Homologação HONDA CVT HCF-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,9 LITROS
Diálise: 11,0 LITROS","OEM: 25420-5LJ-003 /
25450-P4V-013",Conector A23,,https://drive.google.com/file/d/1zm6GhtwZzi5QTYC5PWpDjD2tENLXKuM7/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/370,TRUE
HONDA,CIVIC,2023-2024,L4 2.0L HYBRID,e-CVT,Homologação HONDA HEVF T-1,"Total para Nível: 2,2 LITROS",Não Faz Diálise,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1230,TRUE
HONDA,CITY,2015-2024,L4 1.5L,G2AA / G2CA / G2MA / G5CA / GDMA / GX2A / GPAA / M3WC ...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","OEM: 25420 5TO 003
25450 P4V 013",Conector A53,,https://drive.google.com/file/d/1JuNmbD0Z25aRZNuybdxBNv_2eAhprwg8/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/996,TRUE
HONDA,CIVIC,2016-2022,L4 2.0L,G2AA / G2CA / G2MA / G5CA / GDMA / GX2A / GPAA / M3WC ...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","OEM: 25420 5TO 003
25450 P4V 013",Conector A53,,https://drive.google.com/file/d/1o1yIVPDNz_i_fs8hQCNg93Lcm9QvrjLa/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/997,TRUE
HONDA,FIT,2015-2022,L4 1.5L FLEX,G2AA / G2CA / G2MA / G5CA / GDMA / GX2A / GPAA / M3WC ...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","OEM: 25420 5TO 003
25450 P4V 013",Conector A53,,https://drive.google.com/file/d/1N6eeAHj6lzymo1Zjqztys70CUs4TUm48/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/998,TRUE
HONDA,HR-V,2015-2024,L4 1.5L 1.8L,G2AA / G2CA / G2MA / G5CA / GDMA / GX2A / GPAA / M3WC ...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","OEM: 25420 5TO 003
25450 P4V 013",Conector A53,,https://drive.google.com/drive/folders/1-uJlUrR1DRe2q_7hLOEswKemyY7ESSWu?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/376,TRUE
HONDA,WR-V,2017-2021,L4 1.5L,G2AA / G2CA / G2MA / G5CA / GDMA / GX2A / GPAA / M3WC ...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","OEM: 25420 5TO 003
25450 P4V 013",Conector A53,,https://drive.google.com/file/d/1yembvjc5QtdzrYOA20gsCKTSc4aUv_uT/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/377,TRUE
HONDA,ZR-V,2023-2025,L4 2.0L,G2AA / G2CA / G2MA / G5CA / GDMA / GX2A / GPAA / M3WC ...,Homologação HONDA CVT HCF-2,"Parcial (Carter): 4,3 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS","OEM: 25420 5TO 003
25450 P4V 013",Conector A53,,https://drive.google.com/file/d/1nSosJRGfxAtXbFIUIMQqRF-ko22NvtIS/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1302,TRUE
HONDA,CITY,2009-2014,L4 1.5L,GD7A / GB6A / GG1A / GNNA / GR4A,Homologação ATF 1 1,"Parcial (Carter): 2,5 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS","
OEM: 25430 PLR 003",Conector Universal,,https://drive.google.com/drive/folders/1vOUV_qPCcljxUFKLfxRMaLY1xgGg80sm?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/364,TRUE
HONDA,FIT,2012-2014,L4 1.4L 1.5L,GD7A / GB6A / GNNA / G4RA,Homologação ATF 1 1,"Parcial (Carter): 2,7 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",OEM: 25430 PLR 003,Conector Universal,,Fit 12-14 1.4 1.5 GD7A GB6A GNNA G4RA,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/374,TRUE
HONDA,CIVIC,2012 - 2016,L4 1.8L L4 2.0L FLEX,GX7A / GZ4A,Homologação ATF 1 1,"Parcial (Carter): 2,7 LITROS
Total para Nível: 6,2 LITROS
Diálise: 8,0 LITROS",OEM: 25430 PLR 003,Conector Universal,,https://drive.google.com/drive/folders/1CceFiwTZQ7ZhRI0ry15mR0fAhkyzEM0W?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/629,TRUE
HONDA,CR-V,1995-2005,L4 2.0L,MDMA / MRMA,Homologação HONDA ATF Z-1,"Parcial (Carter): 2,5 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A87,,https://drive.google.com/file/d/1iZ2fVoywWp05MjO-Db83xrgRl8CD9tE7/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1148,TRUE
HONDA,CR-V,2006-2011,L4 2.0L  2.4L,MH6A / MZHA / MZJA,Homologação HONDA ATF Z-1,"Parcial (Carter): 2,7 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",OEM: 25430 PLR 003,Conector Universal,,https://drive.google.com/drive/folders/1jjq2CbLgNQNzSE9y_G9Tz3UyxSw286NR?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/369,TRUE
HONDA,ACCORD,2018-2022,L4 2.0L T,PB8A / PMXA / XZXA,Homologação HONDA TYPE 30 ou 31,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 25450 P4V 013,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1076,TRUE
HONDA,CIVIC,2000-2005,L4 1.7L,SLXA / BMXA,Homologação HONDA ATF Z-1,"Parcial (Carter): 2,7 LITROS
Total para Nível: 5,9 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,https://drive.google.com/drive/folders/1NWvyR-Pkawb5XRsm1tCPzaKhkI-wQmcb?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/366,TRUE
